Second,Volt
0.731712,4.13
0.731714,4.05
0.731716,4.13
0.731718,4.05
0.73172,4.13
0.731722,4.05
0.731724,4.13
0.731726,4.05
0.731728,4.13
0.73173,4.13
0.731732,4.05
0.731734,4.05
0.731736,4.05
0.731738,4.13
0.73174,4.05
0.731742,4.05
0.731744,4.05
0.731746,4.13
0.731748,4.13
0.73175,4.05
0.731752,4.13
0.731754,4.05
0.731756,4.05
0.731758,4.05
0.73176,4.13
0.731762,4.05
0.731764,4.05
0.731766,4.13
0.731768,4.13
0.73177,4.13
0.731772,4.13
0.731774,4.13
0.731776,4.05
0.731778,4.05
0.73178,4.05
0.731782,4.05
0.731784,4.13
0.731786,4.05
0.731788,4.05
0.73179,4.13
0.731792,4.13
0.731794,4.05
0.731796,4.13
0.731798,4.05
0.7318,4.05
0.731802,4.05
0.731804,4.13
0.731806,4.13
0.731808,4.13
0.73181,4.13
0.731812,4.05
0.731814,4.05
0.731816,4.05
0.731818,4.05
0.73182,4.13
0.731822,4.05
0.731824,4.05
0.731826,4.13
0.731828,4.05
0.73183,4.13
0.731832,4.05
0.731834,4.05
0.731836,4.05
0.731838,4.05
0.73184,4.05
0.731842,4.21
0.731844,4.05
0.731846,4.05
0.731848,4.05
0.73185,4.05
0.731852,4.05
0.731854,4.13
0.731856,4.05
0.731858,4.13
0.73186,4.05
0.731862,4.05
0.731864,4.13
0.731866,4.05
0.731868,4.13
0.73187,4.05
0.731872,4.05
0.731874,4.13
0.731876,4.05
0.731878,4.05
0.73188,4.05
0.731882,4.05
0.731884,4.13
0.731886,4.05
0.731888,4.05
0.73189,4.13
0.731892,4.13
0.731894,4.13
0.731896,4.05
0.731898,4.05
0.7319,4.13
0.731902,4.05
0.731904,4.05
0.731906,4.05
0.731908,4.13
0.73191,4.05
0.731912,4.13
0.731914,4.05
0.731916,4.05
0.731918,4.05
0.73192,4.13
0.731922,4.13
0.731924,4.05
0.731926,4.05
0.731928,4.05
0.73193,4.05
0.731932,4.13
0.731934,4.13
0.731936,4.13
0.731938,4.05
0.73194,4.05
0.731942,4.05
0.731944,4.05
0.731946,4.05
0.731948,4.05
0.73195,4.13
0.731952,4.13
0.731954,4.13
0.731956,4.05
0.731958,4.05
0.73196,4.05
0.731962,4.05
0.731964,4.05
0.731966,4.13
0.731968,4.05
0.73197,4.05
0.731972,4.05
0.731974,4.05
0.731976,4.13
0.731978,4.05
0.73198,4.13
0.731982,4.05
0.731984,4.13
0.731986,4.05
0.731988,4.05
0.73199,4.05
0.731992,4.13
0.731994,4.05
0.731996,4.05
0.731998,4.13
0.732,4.05
0.732002,4.13
0.732004,4.13
0.732006,4.05
0.732008,4.05
0.73201,4.05
0.732012,4.05
0.732014,4.05
0.732016,4.13
0.732018,4.13
0.73202,4.13
0.732022,4.05
0.732024,4.05
0.732026,4.13
0.732028,4.05
0.73203,4.05
0.732032,4.05
0.732034,4.13
0.732036,4.13
0.732038,4.05
0.73204,4.05
0.732042,4.05
0.732044,4.05
0.732046,4.13
0.732048,4.05
0.73205,4.05
0.732052,4.05
0.732054,4.05
0.732056,4.13
0.732058,4.05
0.73206,4.13
0.732062,4.05
0.732064,4.05
0.732066,4.05
0.732068,4.05
0.73207,4.05
0.732072,4.05
0.732074,4.13
0.732076,4.05
0.732078,4.05
0.73208,4.13
0.732082,4.05
0.732084,4.05
0.732086,4.05
0.732088,4.21
0.73209,4.05
0.732092,4.13
0.732094,4.05
0.732096,4.13
0.732098,4.13
0.7321,4.13
0.732102,4.05
0.732104,4.05
0.732106,4.13
0.732108,4.13
0.73211,4.05
0.732112,4.05
0.732114,4.05
0.732116,4.05
0.732118,4.13
0.73212,4.05
0.732122,4.13
0.732124,4.05
0.732126,4.05
0.732128,4.05
0.73213,4.13
0.732132,4.05
0.732134,4.13
0.732136,4.05
0.732138,4.05
0.73214,4.05
0.732142,4.05
0.732144,4.21
0.732146,4.05
0.732148,4.05
0.73215,4.05
0.732152,4.13
0.732154,4.05
0.732156,4.21
0.732158,4.13
0.73216,4.05
0.732162,4.13
0.732164,4.05
0.732166,4.13
0.732168,4.05
0.73217,4.13
0.732172,4.05
0.732174,4.13
0.732176,4.05
0.732178,4.13
0.73218,4.05
0.732182,4.13
0.732184,4.05
0.732186,4.05
0.732188,4.05
0.73219,4.05
0.732192,4.13
0.732194,4.13
0.732196,4.05
0.732198,4.05
0.7322,4.13
0.732202,4.05
0.732204,4.05
0.732206,4.13
0.732208,4.13
0.73221,4.13
0.732212,4.05
0.732214,4.13
0.732216,4.13
0.732218,4.05
0.73222,4.05
0.732222,4.05
0.732224,4.21
0.732226,4.05
0.732228,4.13
0.73223,4.13
0.732232,4.05
0.732234,4.13
0.732236,4.05
0.732238,4.13
0.73224,4.13
0.732242,4.05
0.732244,4.21
0.732246,4.13
0.732248,4.05
0.73225,4.13
0.732252,4.05
0.732254,4.05
0.732256,4.05
0.732258,4.05
0.73226,4.05
0.732262,4.13
0.732264,4.05
0.732266,4.13
0.732268,4.13
0.73227,4.13
0.732272,4.13
0.732274,4.05
0.732276,4.13
0.732278,4.05
0.73228,4.13
0.732282,4.05
0.732284,4.13
0.732286,4.05
0.732288,4.13
0.73229,4.05
0.732292,4.13
0.732294,4.05
0.732296,4.13
0.732298,4.13
0.7323,4.13
0.732302,4.13
0.732304,4.05
0.732306,4.05
0.732308,4.05
0.73231,4.05
0.732312,4.05
0.732314,4.13
0.732316,4.13
0.732318,4.05
0.73232,4.05
0.732322,4.13
0.732324,4.05
0.732326,4.05
0.732328,4.05
0.73233,4.13
0.732332,4.05
0.732334,4.13
0.732336,4.05
0.732338,4.13
0.73234,4.05
0.732342,4.05
0.732344,4.13
0.732346,4.13
0.732348,4.05
0.73235,4.05
0.732352,4.05
0.732354,4.13
0.732356,4.05
0.732358,4.13
0.73236,4.05
0.732362,4.13
0.732364,4.05
0.732366,4.13
0.732368,4.13
0.73237,4.13
0.732372,4.05
0.732374,4.13
0.732376,4.13
0.732378,4.13
0.73238,4.13
0.732382,4.05
0.732384,4.13
0.732386,4.13
0.732388,4.13
0.73239,4.05
0.732392,4.13
0.732394,4.13
0.732396,4.05
0.732398,4.05
0.7324,4.13
0.732402,4.05
0.732404,4.05
0.732406,4.05
0.732408,4.05
0.73241,4.05
0.732412,4.05
0.732414,4.13
0.732416,4.05
0.732418,4.05
0.73242,4.05
0.732422,4.05
0.732424,4.05
0.732426,4.13
0.732428,4.05
0.73243,4.13
0.732432,4.05
0.732434,4.05
0.732436,4.05
0.732438,4.05
0.73244,4.13
0.732442,4.13
0.732444,4.05
0.732446,4.05
0.732448,4.05
0.73245,4.05
0.732452,4.05
0.732454,4.05
0.732456,4.13
0.732458,4.13
0.73246,4.13
0.732462,4.13
0.732464,4.13
0.732466,4.05
0.732468,4.05
0.73247,4.05
0.732472,4.13
0.732474,4.13
0.732476,4.13
0.732478,4.05
0.73248,4.05
0.732482,4.05
0.732484,4.05
0.732486,4.13
0.732488,4.05
0.73249,4.05
0.732492,4.05
0.732494,4.13
0.732496,4.05
0.732498,4.13
0.7325,4.05
0.732502,4.05
0.732504,4.13
0.732506,4.05
0.732508,4.13
0.73251,4.13
0.732512,4.05
0.732514,4.05
0.732516,4.05
0.732518,4.21
0.73252,4.05
0.732522,4.05
0.732524,4.05
0.732526,4.05
0.732528,4.05
0.73253,4.13
0.732532,4.13
0.732534,4.05
0.732536,4.13
0.732538,4.05
0.73254,4.05
0.732542,4.05
0.732544,4.05
0.732546,4.05
0.732548,4.05
0.73255,4.13
0.732552,4.13
0.732554,4.05
0.732556,4.05
0.732558,4.05
0.73256,4.05
0.732562,4.05
0.732564,4.05
0.732566,4.05
0.732568,4.05
0.73257,4.05
0.732572,4.05
0.732574,4.13
0.732576,4.13
0.732578,4.13
0.73258,4.13
0.732582,4.05
0.732584,4.05
0.732586,4.05
0.732588,4.13
0.73259,4.05
0.732592,4.05
0.732594,4.05
0.732596,4.21
0.732598,4.05
0.7326,4.13
0.732602,4.05
0.732604,4.05
0.732606,4.05
0.732608,4.05
0.73261,4.05
0.732612,4.13
0.732614,4.05
0.732616,4.05
0.732618,4.05
0.73262,4.05
0.732622,4.13
0.732624,4.13
0.732626,4.05
0.732628,4.13
0.73263,4.13
0.732632,4.05
0.732634,4.13
0.732636,4.05
0.732638,4.13
0.73264,4.05
0.732642,4.05
0.732644,4.05
0.732646,4.13
0.732648,4.13
0.73265,4.05
0.732652,4.13
0.732654,4.13
0.732656,4.05
0.732658,4.13
0.73266,4.05
0.732662,4.05
0.732664,4.05
0.732666,4.13
0.732668,4.05
0.73267,4.05
0.732672,4.13
0.732674,4.05
0.732676,4.05
0.732678,4.13
0.73268,4.05
0.732682,4.05
0.732684,4.05
0.732686,4.05
0.732688,4.05
0.73269,4.05
0.732692,4.13
0.732694,4.13
0.732696,4.13
0.732698,4.05
0.7327,4.05
0.732702,4.13
0.732704,4.05
0.732706,4.05
0.732708,4.13
0.73271,4.13
0.732712,4.13
0.732714,4.05
0.732716,4.05
0.732718,4.13
0.73272,4.05
0.732722,4.05
0.732724,4.13
0.732726,4.05
0.732728,4.05
0.73273,4.05
0.732732,4.13
0.732734,4.05
0.732736,4.05
0.732738,4.13
0.73274,4.13
0.732742,4.05
0.732744,4.05
0.732746,4.05
0.732748,4.05
0.73275,4.05
0.732752,4.13
0.732754,4.05
0.732756,4.05
0.732758,4.13
0.73276,4.05
0.732762,4.05
0.732764,4.05
0.732766,4.05
0.732768,4.05
0.73277,4.05
0.732772,4.05
0.732774,4.05
0.732776,4.13
0.732778,4.13
0.73278,4.05
0.732782,4.05
0.732784,4.13
0.732786,4.05
0.732788,4.13
0.73279,4.05
0.732792,4.13
0.732794,4.05
0.732796,4.05
0.732798,4.05
0.7328,4.05
0.732802,4.05
0.732804,4.05
0.732806,4.05
0.732808,4.05
0.73281,4.13
0.732812,4.05
0.732814,4.05
0.732816,4.05
0.732818,4.13
0.73282,4.05
0.732822,4.05
0.732824,4.13
0.732826,4.13
0.732828,4.05
0.73283,4.05
0.732832,4.13
0.732834,4.13
0.732836,4.13
0.732838,4.05
0.73284,4.05
0.732842,4.13
0.732844,4.05
0.732846,4.05
0.732848,4.13
0.73285,4.05
0.732852,4.05
0.732854,4.05
0.732856,4.13
0.732858,4.13
0.73286,4.05
0.732862,4.05
0.732864,4.05
0.732866,4.05
0.732868,4.05
0.73287,4.05
0.732872,4.05
0.732874,4.05
0.732876,4.13
0.732878,4.13
0.73288,4.13
0.732882,4.05
0.732884,4.05
0.732886,4.05
0.732888,4.05
0.73289,4.05
0.732892,4.13
0.732894,4.05
0.732896,4.05
0.732898,4.05
0.7329,4.05
0.732902,4.05
0.732904,4.05
0.732906,4.13
0.732908,4.05
0.73291,4.05
0.732912,4.05
0.732914,4.05
0.732916,4.13
0.732918,4.05
0.73292,4.13
0.732922,4.13
0.732924,4.05
0.732926,4.13
0.732928,4.05
0.73293,4.05
0.732932,4.13
0.732934,4.05
0.732936,4.13
0.732938,4.13
0.73294,4.13
0.732942,4.05
0.732944,4.05
0.732946,4.05
0.732948,4.05
0.73295,4.05
0.732952,4.05
0.732954,4.05
0.732956,4.05
0.732958,4.13
0.73296,4.05
0.732962,4.05
0.732964,4.05
0.732966,4.05
0.732968,4.13
0.73297,4.13
0.732972,4.13
0.732974,4.21
0.732976,4.05
0.732978,4.05
0.73298,4.13
0.732982,4.13
0.732984,4.05
0.732986,4.05
0.732988,4.13
0.73299,4.13
0.732992,4.05
0.732994,4.13
0.732996,4.13
0.732998,4.05
0.733,4.13
0.733002,4.13
0.733004,4.05
0.733006,4.05
0.733008,4.05
0.73301,4.05
0.733012,4.13
0.733014,4.13
0.733016,4.05
0.733018,4.05
0.73302,4.13
0.733022,4.05
0.733024,4.13
0.733026,4.05
0.733028,4.13
0.73303,4.13
0.733032,4.05
0.733034,4.13
0.733036,4.13
0.733038,4.05
0.73304,4.05
0.733042,4.13
0.733044,4.05
0.733046,4.05
0.733048,4.05
0.73305,4.05
0.733052,4.05
0.733054,4.05
0.733056,4.13
0.733058,4.13
0.73306,4.05
0.733062,4.13
0.733064,4.05
0.733066,4.13
0.733068,4.13
0.73307,4.13
0.733072,4.05
0.733074,4.13
0.733076,4.13
0.733078,4.05
0.73308,4.05
0.733082,4.05
0.733084,4.05
0.733086,4.13
0.733088,4.13
0.73309,4.05
0.733092,4.13
0.733094,4.13
0.733096,4.13
0.733098,4.13
0.7331,4.05
0.733102,4.05
0.733104,4.05
0.733106,4.05
0.733108,4.05
0.73311,4.13
0.733112,4.05
0.733114,4.13
0.733116,4.13
0.733118,4.13
0.73312,4.05
0.733122,4.05
0.733124,4.05
0.733126,4.05
0.733128,4.05
0.73313,4.13
0.733132,4.13
0.733134,4.05
0.733136,4.05
0.733138,4.13
0.73314,4.05
0.733142,4.05
0.733144,4.05
0.733146,4.05
0.733148,4.13
0.73315,4.05
0.733152,4.05
0.733154,4.13
0.733156,4.13
0.733158,4.05
0.73316,4.05
0.733162,4.13
0.733164,4.05
0.733166,4.05
0.733168,4.05
0.73317,4.05
0.733172,4.05
0.733174,4.13
0.733176,4.05
0.733178,4.05
0.73318,4.13
0.733182,4.05
0.733184,4.05
0.733186,4.13
0.733188,4.13
0.73319,4.05
0.733192,4.05
0.733194,4.05
0.733196,4.13
0.733198,4.05
0.7332,4.05
0.733202,4.13
0.733204,4.05
0.733206,4.05
0.733208,4.05
0.73321,4.13
0.733212,4.13
0.733214,4.05
0.733216,4.13
0.733218,3.95
0.73322,4.13
0.733222,4.13
0.733224,4.13
0.733226,4.05
0.733228,4.13
0.73323,4.05
0.733232,4.13
0.733234,4.05
0.733236,4.05
0.733238,4.05
0.73324,4.05
0.733242,4.05
0.733244,4.05
0.733246,4.05
0.733248,4.13
0.73325,4.13
0.733252,4.05
0.733254,4.05
0.733256,4.05
0.733258,4.13
0.73326,4.13
0.733262,4.05
0.733264,4.13
0.733266,4.05
0.733268,4.13
0.73327,4.13
0.733272,3.95
0.733274,4.05
0.733276,4.13
0.733278,4.13
0.73328,3.95
0.733282,4.13
0.733284,4.05
0.733286,4.05
0.733288,4.13
0.73329,4.05
0.733292,4.13
0.733294,4.13
0.733296,4.05
0.733298,4.05
0.7333,4.05
0.733302,4.05
0.733304,4.13
0.733306,4.13
0.733308,4.05
0.73331,4.13
0.733312,4.05
0.733314,4.13
0.733316,4.05
0.733318,4.13
0.73332,4.05
0.733322,4.05
0.733324,4.13
0.733326,4.05
0.733328,4.13
0.73333,4.05
0.733332,4.05
0.733334,4.05
0.733336,4.05
0.733338,4.13
0.73334,4.05
0.733342,4.05
0.733344,4.05
0.733346,4.05
0.733348,4.13
0.73335,3.95
0.733352,4.05
0.733354,4.05
0.733356,4.05
0.733358,4.05
0.73336,4.05
0.733362,4.13
0.733364,4.13
0.733366,4.05
0.733368,4.05
0.73337,4.13
0.733372,4.13
0.733374,4.13
0.733376,4.13
0.733378,4.05
0.73338,4.13
0.733382,4.13
0.733384,4.05
0.733386,4.13
0.733388,4.05
0.73339,4.13
0.733392,4.05
0.733394,4.21
0.733396,4.13
0.733398,4.13
0.7334,4.13
0.733402,4.13
0.733404,4.05
0.733406,4.05
0.733408,4.05
0.73341,4.05
0.733412,4.05
0.733414,4.13
0.733416,4.05
0.733418,3.95
0.73342,4.05
0.733422,4.13
0.733424,4.05
0.733426,4.13
0.733428,4.05
0.73343,3.95
0.733432,4.05
0.733434,3.95
0.733436,4.13
0.733438,4.13
0.73344,4.05
0.733442,4.05
0.733444,4.05
0.733446,4.13
0.733448,4.05
0.73345,4.13
0.733452,4.05
0.733454,4.05
0.733456,4.05
0.733458,4.05
0.73346,4.05
0.733462,3.95
0.733464,4.05
0.733466,4.05
0.733468,4.05
0.73347,4.05
0.733472,4.13
0.733474,4.05
0.733476,4.13
0.733478,4.05
0.73348,4.05
0.733482,4.05
0.733484,4.05
0.733486,4.05
0.733488,4.05
0.73349,4.05
0.733492,4.05
0.733494,4.05
0.733496,4.05
0.733498,4.05
0.7335,4.05
0.733502,4.13
0.733504,4.05
0.733506,4.05
0.733508,4.05
0.73351,4.05
0.733512,4.05
0.733514,3.95
0.733516,4.05
0.733518,4.13
0.73352,4.05
0.733522,4.05
0.733524,4.13
0.733526,4.05
0.733528,4.05
0.73353,4.13
0.733532,4.05
0.733534,4.13
0.733536,4.13
0.733538,3.95
0.73354,4.13
0.733542,4.13
0.733544,3.95
0.733546,4.13
0.733548,4.13
0.73355,4.05
0.733552,4.05
0.733554,4.13
0.733556,4.13
0.733558,4.13
0.73356,4.05
0.733562,4.05
0.733564,4.05
0.733566,4.05
0.733568,3.95
0.73357,4.13
0.733572,4.05
0.733574,4.05
0.733576,4.05
0.733578,4.13
0.73358,4.05
0.733582,4.13
0.733584,3.95
0.733586,4.05
0.733588,4.13
0.73359,4.05
0.733592,4.05
0.733594,4.13
0.733596,4.05
0.733598,4.05
0.7336,4.05
0.733602,4.05
0.733604,4.13
0.733606,4.05
0.733608,4.13
0.73361,4.13
0.733612,4.05
0.733614,4.13
0.733616,4.05
0.733618,4.13
0.73362,4.05
0.733622,4.05
0.733624,4.05
0.733626,4.05
0.733628,4.13
0.73363,4.05
0.733632,4.05
0.733634,3.95
0.733636,4.05
0.733638,3.95
0.73364,4.13
0.733642,4.05
0.733644,3.95
0.733646,4.05
0.733648,4.05
0.73365,4.05
0.733652,3.95
0.733654,4.05
0.733656,4.05
0.733658,4.13
0.73366,4.13
0.733662,3.95
0.733664,4.13
0.733666,4.13
0.733668,4.13
0.73367,4.13
0.733672,4.05
0.733674,3.95
0.733676,4.05
0.733678,3.95
0.73368,4.13
0.733682,4.05
0.733684,4.05
0.733686,4.05
0.733688,4.05
0.73369,4.05
0.733692,3.95
0.733694,3.95
0.733696,3.95
0.733698,4.05
0.7337,4.05
0.733702,4.05
0.733704,4.05
0.733706,3.95
0.733708,4.05
0.73371,3.95
0.733712,3.95
0.733714,3.95
0.733716,3.95
0.733718,4.05
0.73372,3.95
0.733722,3.95
0.733724,4.13
0.733726,4.05
0.733728,4.05
0.73373,3.95
0.733732,3.95
0.733734,4.13
0.733736,3.95
0.733738,3.95
0.73374,3.95
0.733742,3.95
0.733744,3.95
0.733746,4.05
0.733748,3.95
0.73375,3.95
0.733752,3.95
0.733754,3.95
0.733756,3.95
0.733758,3.95
0.73376,4.05
0.733762,4.05
0.733764,3.95
0.733766,3.95
0.733768,4.05
0.73377,3.95
0.733772,4.05
0.733774,3.95
0.733776,4.05
0.733778,3.95
0.73378,4.05
0.733782,3.95
0.733784,3.95
0.733786,3.95
0.733788,4.05
0.73379,4.05
0.733792,4.05
0.733794,4.05
0.733796,4.05
0.733798,3.95
0.7338,4.05
0.733802,3.95
0.733804,4.05
0.733806,4.05
0.733808,3.95
0.73381,3.95
0.733812,3.95
0.733814,3.95
0.733816,4.05
0.733818,4.05
0.73382,4.05
0.733822,3.95
0.733824,3.95
0.733826,3.95
0.733828,3.95
0.73383,4.05
0.733832,3.95
0.733834,4.05
0.733836,3.95
0.733838,4.05
0.73384,3.95
0.733842,4.05
0.733844,3.95
0.733846,3.95
0.733848,3.95
0.73385,3.95
0.733852,3.95
0.733854,4.05
0.733856,3.95
0.733858,4.05
0.73386,3.95
0.733862,3.95
0.733864,3.95
0.733866,4.05
0.733868,3.95
0.73387,3.95
0.733872,3.95
0.733874,3.95
0.733876,4.05
0.733878,3.95
0.73388,3.95
0.733882,3.95
0.733884,4.05
0.733886,4.05
0.733888,3.95
0.73389,3.95
0.733892,3.95
0.733894,4.05
0.733896,4.05
0.733898,3.95
0.7339,4.05
0.733902,3.95
0.733904,3.95
0.733906,3.95
0.733908,4.05
0.73391,4.05
0.733912,3.87
0.733914,3.95
0.733916,3.95
0.733918,3.95
0.73392,3.95
0.733922,3.95
0.733924,3.95
0.733926,3.95
0.733928,3.95
0.73393,3.95
0.733932,3.87
0.733934,4.05
0.733936,3.95
0.733938,3.95
0.73394,3.95
0.733942,3.95
0.733944,3.95
0.733946,3.95
0.733948,4.05
0.73395,3.95
0.733952,4.05
0.733954,3.95
0.733956,3.95
0.733958,3.95
0.73396,3.95
0.733962,3.95
0.733964,3.95
0.733966,3.95
0.733968,3.95
0.73397,4.05
0.733972,3.95
0.733974,3.95
0.733976,4.05
0.733978,4.05
0.73398,4.05
0.733982,3.95
0.733984,4.05
0.733986,3.95
0.733988,3.95
0.73399,4.05
0.733992,4.05
0.733994,3.95
0.733996,3.95
0.733998,4.05
0.734,4.13
0.734002,3.95
0.734004,4.05
0.734006,4.05
0.734008,3.95
0.73401,4.05
0.734012,3.95
0.734014,4.05
0.734016,4.05
0.734018,3.95
0.73402,3.95
0.734022,4.05
0.734024,4.05
0.734026,3.95
0.734028,4.05
0.73403,3.95
0.734032,4.05
0.734034,3.95
0.734036,4.05
0.734038,3.95
0.73404,4.05
0.734042,4.05
0.734044,3.95
0.734046,3.95
0.734048,3.95
0.73405,3.95
0.734052,3.95
0.734054,3.95
0.734056,3.95
0.734058,3.95
0.73406,4.05
0.734062,4.05
0.734064,3.95
0.734066,4.05
0.734068,4.13
0.73407,3.95
0.734072,3.95
0.734074,4.05
0.734076,3.95
0.734078,3.95
0.73408,4.13
0.734082,3.95
0.734084,3.95
0.734086,4.05
0.734088,3.95
0.73409,4.13
0.734092,3.95
0.734094,3.95
0.734096,3.95
0.734098,4.05
0.7341,4.05
0.734102,4.05
0.734104,4.05
0.734106,3.95
0.734108,3.95
0.73411,3.95
0.734112,3.95
0.734114,4.05
0.734116,3.95
0.734118,4.05
0.73412,3.95
0.734122,3.95
0.734124,3.95
0.734126,3.95
0.734128,3.95
0.73413,4.05
0.734132,3.95
0.734134,4.05
0.734136,4.05
0.734138,3.95
0.73414,3.95
0.734142,4.13
0.734144,3.95
0.734146,3.95
0.734148,3.95
0.73415,4.05
0.734152,3.95
0.734154,4.05
0.734156,3.95
0.734158,3.95
0.73416,4.13
0.734162,3.95
0.734164,3.95
0.734166,4.05
0.734168,3.95
0.73417,4.05
0.734172,3.95
0.734174,3.95
0.734176,4.05
0.734178,4.05
0.73418,3.95
0.734182,3.95
0.734184,3.95
0.734186,3.95
0.734188,4.05
0.73419,3.95
0.734192,4.05
0.734194,3.95
0.734196,3.95
0.734198,4.05
0.7342,4.05
0.734202,4.05
0.734204,4.05
0.734206,4.05
0.734208,3.95
0.73421,3.95
0.734212,3.95
0.734214,3.95
0.734216,3.95
0.734218,4.05
0.73422,3.95
0.734222,3.95
0.734224,3.95
0.734226,4.05
0.734228,3.95
0.73423,3.95
0.734232,4.05
0.734234,3.95
0.734236,4.05
0.734238,4.05
0.73424,4.05
0.734242,4.05
0.734244,4.05
0.734246,4.05
0.734248,3.95
0.73425,4.05
0.734252,4.05
0.734254,4.05
0.734256,4.13
0.734258,3.95
0.73426,3.95
0.734262,3.95
0.734264,3.95
0.734266,3.95
0.734268,4.05
0.73427,4.05
0.734272,4.05
0.734274,3.95
0.734276,3.95
0.734278,3.95
0.73428,3.95
0.734282,4.05
0.734284,4.05
0.734286,3.95
0.734288,3.95
0.73429,3.95
0.734292,4.13
0.734294,4.05
0.734296,4.05
0.734298,3.95
0.7343,4.05
0.734302,4.05
0.734304,3.95
0.734306,3.95
0.734308,4.05
0.73431,3.95
0.734312,3.95
0.734314,3.95
0.734316,4.05
0.734318,3.95
0.73432,4.05
0.734322,4.05
0.734324,3.95
0.734326,3.95
0.734328,3.95
0.73433,3.95
0.734332,3.95
0.734334,3.95
0.734336,4.05
0.734338,3.95
0.73434,4.13
0.734342,4.13
0.734344,4.05
0.734346,4.05
0.734348,4.13
0.73435,4.05
0.734352,3.95
0.734354,4.05
0.734356,3.95
0.734358,3.95
0.73436,4.05
0.734362,4.05
0.734364,4.05
0.734366,3.95
0.734368,3.95
0.73437,3.95
0.734372,4.05
0.734374,3.95
0.734376,4.05
0.734378,4.05
0.73438,3.95
0.734382,3.95
0.734384,4.05
0.734386,4.05
0.734388,3.95
0.73439,4.05
0.734392,4.05
0.734394,4.05
0.734396,3.95
0.734398,3.95
0.7344,3.95
0.734402,3.95
0.734404,4.05
0.734406,4.05
0.734408,3.95
0.73441,4.05
0.734412,3.95
0.734414,3.95
0.734416,4.05
0.734418,4.13
0.73442,4.05
0.734422,4.05
0.734424,4.13
0.734426,4.13
0.734428,4.13
0.73443,4.05
0.734432,3.95
0.734434,4.13
0.734436,4.05
0.734438,3.95
0.73444,4.05
0.734442,3.95
0.734444,3.95
0.734446,4.05
0.734448,4.05
0.73445,4.05
0.734452,3.95
0.734454,4.05
0.734456,4.13
0.734458,3.95
0.73446,3.95
0.734462,3.95
0.734464,4.05
0.734466,3.95
0.734468,3.95
0.73447,4.05
0.734472,4.05
0.734474,3.95
0.734476,3.95
0.734478,4.05
0.73448,3.95
0.734482,4.05
0.734484,3.95
0.734486,4.05
0.734488,3.95
0.73449,3.95
0.734492,3.95
0.734494,4.05
0.734496,4.05
0.734498,3.95
0.7345,4.05
0.734502,3.95
0.734504,4.05
0.734506,3.95
0.734508,4.05
0.73451,4.05
0.734512,3.95
0.734514,3.95
0.734516,3.95
0.734518,3.95
0.73452,4.13
0.734522,3.95
0.734524,4.05
0.734526,4.05
0.734528,3.95
0.73453,3.95
0.734532,3.95
0.734534,3.95
0.734536,3.95
0.734538,3.95
0.73454,4.05
0.734542,4.05
0.734544,3.95
0.734546,4.05
0.734548,4.13
0.73455,4.13
0.734552,3.95
0.734554,4.05
0.734556,4.05
0.734558,4.13
0.73456,4.05
0.734562,4.05
0.734564,4.05
0.734566,3.95
0.734568,3.95
0.73457,3.95
0.734572,4.05
0.734574,4.05
0.734576,3.95
0.734578,4.05
0.73458,4.05
0.734582,3.95
0.734584,3.95
0.734586,3.95
0.734588,4.05
0.73459,3.95
0.734592,3.95
0.734594,3.95
0.734596,3.95
0.734598,4.05
0.7346,3.95
0.734602,4.05
0.734604,4.05
0.734606,3.95
0.734608,4.05
0.73461,3.95
0.734612,3.95
0.734614,3.95
0.734616,3.95
0.734618,3.95
0.73462,3.87
0.734622,4.05
0.734624,4.05
0.734626,3.95
0.734628,3.95
0.73463,3.95
0.734632,4.05
0.734634,4.05
0.734636,3.95
0.734638,3.95
0.73464,3.95
0.734642,3.95
0.734644,4.05
0.734646,4.05
0.734648,3.95
0.73465,4.05
0.734652,3.95
0.734654,3.95
0.734656,4.05
0.734658,4.13
0.73466,3.95
0.734662,4.13
0.734664,3.95
0.734666,4.05
0.734668,3.95
0.73467,3.95
0.734672,4.05
0.734674,3.95
0.734676,4.05
0.734678,4.05
0.73468,4.13
0.734682,4.05
0.734684,4.05
0.734686,4.05
0.734688,4.05
0.73469,3.95
0.734692,4.05
0.734694,3.95
0.734696,4.05
0.734698,3.95
0.7347,3.95
0.734702,4.13
0.734704,3.95
0.734706,4.05
0.734708,4.05
0.73471,4.05
0.734712,4.05
0.734714,3.95
0.734716,4.13
0.734718,3.95
0.73472,3.95
0.734722,3.95
0.734724,3.95
0.734726,3.95
0.734728,3.95
0.73473,3.95
0.734732,4.05
0.734734,3.95
0.734736,4.05
0.734738,4.05
0.73474,4.05
0.734742,4.05
0.734744,3.95
0.734746,4.05
0.734748,4.05
0.73475,4.05
0.734752,4.05
0.734754,3.95
0.734756,4.05
0.734758,3.95
0.73476,4.05
0.734762,4.13
0.734764,4.13
0.734766,3.95
0.734768,4.05
0.73477,4.05
0.734772,4.05
0.734774,4.05
0.734776,3.95
0.734778,3.95
0.73478,4.13
0.734782,3.95
0.734784,4.05
0.734786,4.05
0.734788,4.05
0.73479,3.95
0.734792,3.95
0.734794,4.05
0.734796,4.13
0.734798,4.13
0.7348,4.05
0.734802,3.95
0.734804,3.95
0.734806,3.95
0.734808,3.95
0.73481,3.95
0.734812,3.95
0.734814,4.05
0.734816,3.95
0.734818,3.95
0.73482,3.95
